amount,payment_method,failure_code,attempt_number,prev_successful_payments,prev_failed_payments,customer_ltv,customer_tenure_months,subscription_age_days,days_since_prev_payment,hour_of_day,day_of_week,customer_segment,risk_score,target_recovered
703.88,net_banking,EXPIRED_CARD,2,16,2,13600.95,9,254,19,18,4,STANDARD,0.2398,1
950.82,net_banking,TRANSIENT_FAILURE,1,17,0,33815.07,19,284,9,5,0,STANDARD,0.0734,1
12590.0,net_banking,INSUFFICIENT_FUNDS,1,12,0,21273.08,28,331,11,18,2,STANDARD,0.5178,1
2990.69,upi,INSUFFICIENT_FUNDS,1,17,2,30176.7,10,259,44,13,6,VIP,0.3209,0
905.27,net_banking,INSUFFICIENT_FUNDS,1,10,0,6230.98,42,338,29,22,3,STANDARD,0.7342,0
6630.4,credit_card,TRANSIENT_FAILURE,2,12,2,18928.14,38,1,22,21,6,STANDARD,0.1737,1
1959.95,credit_card,INSUFFICIENT_FUNDS,2,9,0,9408.65,30,71,39,17,6,VIP,0.7948,1
8231.93,upi,INSUFFICIENT_FUNDS,1,10,2,19481.08,38,190,4,16,2,STANDARD,0.6077,0
1257.07,upi,TRANSIENT_FAILURE,1,8,1,17197.45,1,357,39,6,2,STANDARD,0.1173,1
1948.57,upi,TRANSIENT_FAILURE,1,11,3,8000.25,52,169,19,14,3,ENTERPRISE,0.1057,1
2660.82,upi,INSUFFICIENT_FUNDS,2,13,1,20074.38,54,195,25,3,5,ENTERPRISE,0.4521,1
8009.68,credit_card,FRAUD_SUSPECTED,1,14,1,32664.6,33,62,3,20,3,ENTERPRISE,0.8757,0
7307.48,net_banking,INSUFFICIENT_FUNDS,1,9,3,11828.34,43,335,6,4,6,STANDARD,0.8549,0
3189.52,upi,EXPIRED_CARD,3,9,1,10315.94,49,359,18,23,3,STANDARD,0.5665,1
1077.59,debit_card,INSUFFICIENT_FUNDS,1,7,2,6502.59,4,111,37,0,1,ENTERPRISE,0.3516,1
2007.53,debit_card,TRANSIENT_FAILURE,2,9,1,18661.49,40,331,38,18,4,STANDARD,0.2631,1
13200.85,debit_card,TRANSIENT_FAILURE,1,11,3,33616.11,48,179,31,20,2,STANDARD,0.1357,1
3475.7,credit_card,INSUFFICIENT_FUNDS,1,5,2,10600.22,54,301,18,7,2,STANDARD,0.7754,0
5516.96,upi,INSUFFICIENT_FUNDS,2,8,4,15955.42,32,256,14,0,2,VIP,0.6996,0
2291.57,net_banking,TRANSIENT_FAILURE,1,7,0,15641.68,13,103,2,18,2,VIP,0.1263,1
2857.56,credit_card,INSUFFICIENT_FUNDS,1,12,0,18890.43,27,296,25,22,1,STANDARD,0.781,0
2161.0,credit_card,INSUFFICIENT_FUNDS,1,12,2,12854.86,1,32,32,17,1,STANDARD,0.6066,0
4448.15,credit_card,TRANSIENT_FAILURE,1,10,2,14362.45,30,138,41,1,2,STANDARD,0.1557,0
6874.41,upi,INSUFFICIENT_FUNDS,1,15,1,23916.44,46,231,27,18,0,STANDARD,0.7359,1
2677.94,upi,TRANSIENT_FAILURE,1,11,1,18287.23,6,12,4,17,3,STANDARD,0.0447,1
2494.59,credit_card,TRANSIENT_FAILURE,2,15,3,18009.78,31,344,16,9,5,STANDARD,0.1776,1
1655.82,credit_card,TRANSIENT_FAILURE,2,11,0,20124.84,5,278,29,20,0,VIP,0.0643,0
882.21,upi,INVALID_REQUEST,1,10,4,11086.18,25,331,41,6,2,STANDARD,0.869,0
10003.33,credit_card,INSUFFICIENT_FUNDS,2,13,0,21567.82,59,281,12,14,2,STANDARD,0.793,0
1529.7,credit_card,INSUFFICIENT_FUNDS,1,13,1,20458.17,31,347,1,9,3,ENTERPRISE,0.4711,0
5845.15,credit_card,INSUFFICIENT_FUNDS,1,17,0,32784.27,24,306,25,20,0,STANDARD,0.7167,1
4597.7,net_banking,TRANSIENT_FAILURE,1,9,5,20908.12,1,39,15,16,0,VIP,0.2018,1
5677.59,credit_card,TRANSIENT_FAILURE,2,14,1,28535.88,42,127,16,10,4,STANDARD,0.2165,1
9863.31,credit_card,INVALID_REQUEST,1,14,4,19447.54,45,3,1,4,1,STANDARD,0.9208,0
3617.73,net_banking,TRANSIENT_FAILURE,1,10,1,16075.43,14,166,23,15,1,STANDARD,0.2166,1
8188.04,credit_card,EXPIRED_CARD,3,23,1,34915.28,53,358,18,12,6,VIP,0.5274,1
842.46,upi,INVALID_REQUEST,2,16,0,13425.85,41,188,28,11,4,STANDARD,0.9501,0
3648.92,credit_card,INSUFFICIENT_FUNDS,1,13,0,29618.32,3,255,33,20,6,STANDARD,0.6156,1
5378.67,upi,INSUFFICIENT_FUNDS,2,14,0,15493.96,43,85,20,10,1,STANDARD,0.6351,1
1309.36,credit_card,INSUFFICIENT_FUNDS,3,11,1,13899.68,38,307,20,8,0,STANDARD,0.8883,0
4924.92,debit_card,INSUFFICIENT_FUNDS,2,13,1,19814.24,29,207,6,17,5,STANDARD,0.7076,1
5475.3,debit_card,FRAUD_SUSPECTED,1,15,1,13680.78,3,268,37,5,4,STANDARD,0.8213,0
6426.39,upi,INSUFFICIENT_FUNDS,4,10,2,17506.09,32,58,30,7,0,VIP,1.0,0
1513.38,upi,INSUFFICIENT_FUNDS,4,8,1,17053.74,42,221,15,23,5,STANDARD,0.9095,1
4205.64,net_banking,INSUFFICIENT_FUNDS,2,11,1,17583.01,43,3,28,16,1,VIP,0.6632,0
1469.69,credit_card,TRANSIENT_FAILURE,2,6,1,10526.0,52,279,3,18,2,STANDARD,0.3318,1
4901.86,upi,EXPIRED_CARD,1,10,0,22620.51,21,16,40,21,2,ENTERPRISE,0.0587,1
2375.98,net_banking,TRANSIENT_FAILURE,2,14,3,10764.36,51,50,2,18,4,STANDARD,0.2157,1
3385.6,credit_card,INSUFFICIENT_FUNDS,1,11,2,16216.72,37,81,43,14,0,STANDARD,0.4303,0
2081.53,credit_card,INSUFFICIENT_FUNDS,1,11,1,20180.68,23,53,36,1,5,VIP,0.3209,0
818.51,upi,EXPIRED_CARD,2,10,0,6588.05,16,56,6,14,4,VIP,0.1707,1
886.18,debit_card,EXPIRED_CARD,1,7,3,9184.63,5,82,30,19,4,STANDARD,0.479,1
482.6,credit_card,TRANSIENT_FAILURE,1,8,1,15913.02,48,361,3,16,6,STANDARD,0.2866,1
3568.84,debit_card,INVALID_REQUEST,1,10,2,22330.52,50,264,30,6,0,VIP,0.798,0
6808.29,net_banking,TRANSIENT_FAILURE,1,10,2,20292.35,9,289,41,4,1,STANDARD,0.0567,1
273.7,credit_card,INSUFFICIENT_FUNDS,1,16,3,20888.77,44,171,33,5,6,ENTERPRISE,0.2592,1
439.87,debit_card,INSUFFICIENT_FUNDS,2,14,2,23564.54,52,49,9,11,1,VIP,0.5951,0
2340.27,credit_card,INSUFFICIENT_FUNDS,1,10,0,18224.73,41,193,32,12,5,STANDARD,0.692,0
4884.21,upi,INSUFFICIENT_FUNDS,1,9,3,15738.16,12,363,33,20,1,VIP,0.4283,0
800.7,credit_card,FRAUD_SUSPECTED,1,14,1,11454.9,48,331,41,7,2,STANDARD,0.9672,0
1309.41,credit_card,TRANSIENT_FAILURE,1,10,3,21101.98,15,253,3,2,4,VIP,0.1132,1
1123.91,net_banking,EXPIRED_CARD,1,10,1,18959.63,50,286,2,10,2,STANDARD,0.3559,1
1982.36,debit_card,INSUFFICIENT_FUNDS,1,11,0,15789.8,42,4,28,11,3,STANDARD,0.587,0
1092.12,upi,INVALID_REQUEST,1,11,1,7817.82,50,11,13,12,1,STANDARD,0.8434,0
1721.76,debit_card,TRANSIENT_FAILURE,1,12,4,8008.49,19,263,40,7,5,STANDARD,0.0516,0
4763.83,debit_card,TRANSIENT_FAILURE,1,12,0,17177.66,39,106,15,22,4,STANDARD,0.0746,1
3504.7,net_banking,EXPIRED_CARD,4,11,0,12914.29,48,53,16,12,4,STANDARD,0.7384,1
496.33,net_banking,EXPIRED_CARD,4,19,0,13431.83,45,311,27,16,1,STANDARD,0.8016,0
3753.93,debit_card,INSUFFICIENT_FUNDS,4,11,1,11597.32,46,167,5,21,2,STANDARD,0.9631,0
2469.12,net_banking,TRANSIENT_FAILURE,1,10,0,21950.74,28,214,26,10,1,VIP,0.011,0
9743.47,upi,TRANSIENT_FAILURE,3,11,1,25722.34,52,41,30,2,5,STANDARD,0.3725,0
1395.29,debit_card,TRANSIENT_FAILURE,1,5,3,8048.58,41,63,27,9,6,STANDARD,0.1792,1
4733.32,net_banking,EXPIRED_CARD,3,12,2,24231.13,22,37,30,8,5,VIP,0.4691,0
4793.84,credit_card,EXPIRED_CARD,3,14,1,19916.28,6,79,13,7,1,VIP,0.1931,1
1076.36,upi,INSUFFICIENT_FUNDS,2,13,2,10459.05,43,221,23,23,5,STANDARD,0.9335,0
8373.73,credit_card,TRANSIENT_FAILURE,1,11,2,20169.52,6,46,4,6,1,STANDARD,0.0,1
2564.84,credit_card,EXPIRED_CARD,4,15,3,26753.37,39,54,30,1,4,STANDARD,0.6912,0
4175.83,upi,INSUFFICIENT_FUNDS,2,9,1,17965.85,15,58,36,3,1,ENTERPRISE,0.8095,0
751.79,net_banking,TRANSIENT_FAILURE,1,14,2,9250.63,43,12,36,3,1,VIP,0.0281,1
1243.5,credit_card,INSUFFICIENT_FUNDS,1,15,3,15056.55,56,306,31,7,4,STANDARD,0.5466,1
3287.52,debit_card,TRANSIENT_FAILURE,2,13,0,22445.46,26,349,11,21,2,ENTERPRISE,0.0085,1
1544.82,upi,INSUFFICIENT_FUNDS,2,8,1,16994.73,53,207,13,17,5,ENTERPRISE,0.845,1
2623.87,credit_card,FRAUD_SUSPECTED,1,11,1,20774.24,3,231,1,3,4,STANDARD,1.0,0
1839.45,credit_card,INSUFFICIENT_FUNDS,2,7,0,9867.57,24,270,23,15,2,ENTERPRISE,0.643,1
3781.17,credit_card,EXPIRED_CARD,4,10,0,16086.64,8,222,25,2,0,STANDARD,0.8895,0
2537.17,debit_card,EXPIRED_CARD,1,15,0,25939.59,58,182,39,20,4,VIP,0.1077,1
216.17,upi,TRANSIENT_FAILURE,1,12,3,10405.97,29,29,29,1,1,STANDARD,0.0191,1
3871.19,credit_card,INSUFFICIENT_FUNDS,2,11,1,22058.73,8,298,44,4,3,STANDARD,0.7855,0
2119.37,upi,INSUFFICIENT_FUNDS,4,11,1,19840.22,15,149,6,8,3,STANDARD,0.9374,0
1663.32,debit_card,TRANSIENT_FAILURE,2,15,3,16852.28,22,158,33,2,0,STANDARD,0.1077,0
546.07,net_banking,TRANSIENT_FAILURE,1,10,2,10321.08,23,22,26,8,0,STANDARD,0.3791,1
1071.27,debit_card,TRANSIENT_FAILURE,1,16,2,15092.6,28,201,24,8,1,ENTERPRISE,0.0137,1
1086.58,debit_card,INSUFFICIENT_FUNDS,1,9,2,10648.05,6,296,31,6,1,STANDARD,0.7193,1
9786.74,credit_card,TRANSIENT_FAILURE,2,11,2,22440.68,41,49,19,9,4,STANDARD,0.1652,0
2182.88,credit_card,TRANSIENT_FAILURE,1,15,3,10545.59,24,102,22,14,3,STANDARD,0.1378,1
350.42,credit_card,TRANSIENT_FAILURE,1,16,3,32253.36,18,305,42,10,5,STANDARD,0.1702,1
723.07,debit_card,TRANSIENT_FAILURE,1,9,1,17828.6,32,179,3,6,4,VIP,0.1527,1
488.16,debit_card,FRAUD_SUSPECTED,1,9,1,7217.12,1,52,44,17,4,STANDARD,0.9723,0
3310.96,upi,INSUFFICIENT_FUNDS,2,14,3,28093.25,24,194,36,9,3,STANDARD,0.598,0
922.96,debit_card,INSUFFICIENT_FUNDS,2,11,1,19864.26,49,288,4,15,4,ENTERPRISE,0.4997,1
2615.93,credit_card,TRANSIENT_FAILURE,3,11,1,12523.47,22,107,36,9,0,STANDARD,0.2251,0
1817.47,upi,TRANSIENT_FAILURE,1,10,0,21546.28,15,201,12,16,3,STANDARD,0.09,1
5901.54,upi,INSUFFICIENT_FUNDS,1,22,1,25656.83,25,47,19,3,6,VIP,0.4256,1
1552.34,credit_card,INSUFFICIENT_FUNDS,1,12,0,24520.03,15,51,2,12,6,STANDARD,0.716,1
2345.43,credit_card,INSUFFICIENT_FUNDS,1,15,6,19898.76,46,25,38,5,0,STANDARD,0.7148,0
4671.49,credit_card,TRANSIENT_FAILURE,1,10,1,16553.92,8,303,31,15,4,VIP,0.0541,1
2188.05,credit_card,INSUFFICIENT_FUNDS,2,9,0,17747.2,35,211,17,2,1,STANDARD,0.9468,0
5716.27,net_banking,INVALID_REQUEST,3,18,1,33110.15,29,86,44,22,1,STANDARD,0.9632,0
3993.22,debit_card,INSUFFICIENT_FUNDS,2,11,2,17689.72,6,319,35,15,1,STANDARD,0.7562,0
2049.85,upi,INSUFFICIENT_FUNDS,1,8,2,8664.77,15,64,8,17,5,STANDARD,0.7817,0
2654.0,upi,INVALID_REQUEST,1,13,3,25509.12,38,113,13,13,3,STANDARD,0.7873,0
12161.01,credit_card,INSUFFICIENT_FUNDS,1,15,2,40627.06,28,28,14,13,1,STANDARD,0.6672,0
3992.46,debit_card,INSUFFICIENT_FUNDS,1,12,2,20101.18,43,96,4,21,4,STANDARD,0.3551,1
8438.4,net_banking,EXPIRED_CARD,2,10,2,24042.51,22,28,19,18,2,STANDARD,0.6236,0
889.28,credit_card,INSUFFICIENT_FUNDS,1,12,1,24377.49,57,93,17,10,2,STANDARD,0.7496,1
2510.59,credit_card,INSUFFICIENT_FUNDS,2,12,2,11447.19,33,179,7,17,3,VIP,0.4595,0
8576.15,credit_card,TRANSIENT_FAILURE,1,9,5,14629.7,32,90,40,19,2,STANDARD,0.0669,1
1563.29,debit_card,TRANSIENT_FAILURE,3,13,1,9911.49,36,304,6,9,3,STANDARD,0.2871,0
12210.53,credit_card,INSUFFICIENT_FUNDS,1,10,2,31648.03,53,353,27,9,1,STANDARD,0.7518,0
557.41,debit_card,EXPIRED_CARD,1,8,1,13553.67,37,323,10,10,1,STANDARD,0.3743,0
8353.81,credit_card,INSUFFICIENT_FUNDS,1,10,2,24505.56,17,228,4,8,6,STANDARD,0.8879,0
2262.09,credit_card,TRANSIENT_FAILURE,3,17,2,23960.83,37,55,33,17,0,STANDARD,0.2568,1
468.12,credit_card,INSUFFICIENT_FUNDS,2,15,4,20344.67,49,338,1,3,5,ENTERPRISE,0.5904,0
7607.0,credit_card,INSUFFICIENT_FUNDS,1,18,2,40356.12,15,29,18,13,0,STANDARD,0.6985,1
1215.95,credit_card,TRANSIENT_FAILURE,1,7,1,14683.99,19,1,13,16,3,STANDARD,0.3866,1
278.75,debit_card,TRANSIENT_FAILURE,1,14,0,8797.05,59,135,16,14,0,STANDARD,0.0657,1
710.86,net_banking,INSUFFICIENT_FUNDS,3,15,2,20882.9,27,87,10,6,5,ENTERPRISE,0.8018,0
3966.73,upi,TRANSIENT_FAILURE,3,12,2,23185.5,14,18,22,8,3,ENTERPRISE,0.0465,1
13528.63,upi,TRANSIENT_FAILURE,1,17,0,35177.61,39,226,32,22,2,STANDARD,0.1718,1
613.62,upi,INSUFFICIENT_FUNDS,3,13,1,26332.32,12,225,22,2,1,STANDARD,0.7562,0
2369.3,net_banking,INSUFFICIENT_FUNDS,1,21,1,28521.58,16,163,36,16,1,VIP,0.5154,1
897.3,net_banking,TRANSIENT_FAILURE,3,15,2,30770.32,39,19,37,22,3,STANDARD,0.432,1
4983.22,upi,INSUFFICIENT_FUNDS,3,15,1,24537.7,17,364,38,0,1,VIP,0.7013,0
639.71,upi,TRANSIENT_FAILURE,1,13,0,16418.1,29,231,23,20,0,ENTERPRISE,0.1156,1
1159.8,credit_card,TRANSIENT_FAILURE,2,8,1,15903.26,40,270,41,23,5,STANDARD,0.2515,1
965.31,credit_card,TRANSIENT_FAILURE,1,12,1,16715.14,6,311,40,2,1,STANDARD,0.0535,1
3014.43,credit_card,INSUFFICIENT_FUNDS,1,12,0,18764.31,28,2,38,4,0,VIP,0.3646,1
7427.57,upi,TRANSIENT_FAILURE,2,13,2,15170.5,50,81,38,12,6,STANDARD,0.1217,1
2704.52,credit_card,FRAUD_SUSPECTED,2,10,1,19775.1,39,219,1,22,5,STANDARD,0.9851,0
410.03,upi,TRANSIENT_FAILURE,1,12,3,15125.1,46,212,16,23,1,STANDARD,0.1864,1
3100.49,credit_card,INVALID_REQUEST,2,12,1,16221.15,16,338,2,19,4,VIP,0.8585,0
5789.92,credit_card,INSUFFICIENT_FUNDS,1,5,2,13676.59,34,248,30,15,4,STANDARD,0.8373,0
696.1,debit_card,TRANSIENT_FAILURE,2,11,0,14459.71,31,149,32,8,0,STANDARD,0.1666,1
464.22,upi,EXPIRED_CARD,2,7,2,12626.86,13,21,38,3,6,VIP,0.3604,1
928.06,credit_card,INSUFFICIENT_FUNDS,1,10,1,8667.98,9,253,18,13,4,STANDARD,0.7862,1
4997.66,credit_card,TRANSIENT_FAILURE,1,13,1,23240.25,58,278,22,1,3,STANDARD,0.1598,1
3334.97,upi,TRANSIENT_FAILURE,1,8,1,16783.62,47,229,39,11,3,STANDARD,0.3289,0
2922.38,upi,TRANSIENT_FAILURE,4,18,2,36738.47,48,8,40,7,6,VIP,0.383,1
1204.46,debit_card,INSUFFICIENT_FUNDS,2,9,0,19052.49,15,348,32,20,4,STANDARD,0.9664,0
1613.37,debit_card,FRAUD_SUSPECTED,1,8,5,14800.19,17,5,38,17,2,VIP,1.0,0
12023.06,upi,TRANSIENT_FAILURE,1,13,1,25127.39,29,345,26,10,5,STANDARD,0.0707,1
1163.41,upi,TRANSIENT_FAILURE,2,14,3,9719.51,20,163,38,13,1,ENTERPRISE,0.072,1
8317.12,credit_card,INVALID_REQUEST,2,8,0,22597.35,48,248,44,9,4,VIP,0.7996,1
3240.68,credit_card,TRANSIENT_FAILURE,1,14,2,17972.6,58,199,7,7,6,VIP,0.0325,1
660.55,net_banking,TRANSIENT_FAILURE,2,11,1,12006.44,9,136,35,12,6,STANDARD,0.0916,1
2404.37,net_banking,FRAUD_SUSPECTED,1,13,0,18386.58,10,163,16,8,3,STANDARD,0.8311,0
10584.92,debit_card,INSUFFICIENT_FUNDS,2,14,1,23905.44,51,139,7,2,0,STANDARD,0.8751,0
2097.9,debit_card,TRANSIENT_FAILURE,1,9,0,8760.2,51,258,22,19,4,STANDARD,0.1499,1
7167.1,credit_card,TRANSIENT_FAILURE,1,13,2,16601.97,57,65,26,20,0,STANDARD,0.0,1
1237.02,debit_card,INSUFFICIENT_FUNDS,3,9,2,8358.21,8,232,10,13,6,STANDARD,0.8865,0
3161.41,credit_card,TRANSIENT_FAILURE,1,8,2,7326.36,42,242,30,3,2,STANDARD,0.0987,1
6699.33,credit_card,TRANSIENT_FAILURE,1,8,3,20863.28,52,320,17,22,2,STANDARD,0.163,1
9070.3,credit_card,TRANSIENT_FAILURE,1,11,4,28230.05,26,357,38,7,1,VIP,0.0,1
2528.16,debit_card,INSUFFICIENT_FUNDS,3,14,1,16221.21,8,30,16,19,3,STANDARD,0.8906,0
3772.75,debit_card,TRANSIENT_FAILURE,3,10,1,23657.1,31,37,19,20,5,STANDARD,0.5032,1
210.45,credit_card,INVALID_REQUEST,1,13,0,9963.04,17,198,19,5,3,ENTERPRISE,0.6579,0
1221.96,upi,INSUFFICIENT_FUNDS,2,15,4,24605.93,28,134,34,10,2,STANDARD,0.5649,0
1343.51,upi,FRAUD_SUSPECTED,2,14,2,8994.34,37,166,16,15,4,STANDARD,0.9597,0
543.55,upi,EXPIRED_CARD,4,15,3,18278.94,36,47,13,16,2,ENTERPRISE,0.6761,0
1348.28,debit_card,TRANSIENT_FAILURE,2,11,1,17188.54,23,67,22,2,1,ENTERPRISE,0.1214,1
1555.6,upi,INSUFFICIENT_FUNDS,3,15,0,17038.41,31,166,41,7,3,STANDARD,0.9237,0
12331.87,upi,INSUFFICIENT_FUNDS,2,10,0,20902.66,34,80,18,7,3,STANDARD,0.9028,0
4065.53,net_banking,INSUFFICIENT_FUNDS,1,15,4,29938.5,45,44,4,5,0,ENTERPRISE,0.3492,0
2142.97,debit_card,INSUFFICIENT_FUNDS,2,9,3,7023.82,13,127,7,6,0,VIP,0.8826,0
15695.89,credit_card,INSUFFICIENT_FUNDS,1,11,4,34099.4,29,268,19,6,0,STANDARD,0.8073,0
782.15,net_banking,INSUFFICIENT_FUNDS,1,12,2,21074.33,26,274,3,20,6,VIP,0.523,0
2462.26,credit_card,EXPIRED_CARD,1,9,2,12066.42,56,103,17,16,4,STANDARD,0.3697,1
3845.12,upi,TRANSIENT_FAILURE,1,15,1,22617.25,26,261,28,22,5,STANDARD,0.0938,1
400.15,net_banking,INSUFFICIENT_FUNDS,1,9,4,10767.48,55,341,25,12,1,STANDARD,0.6475,1
4618.07,upi,INSUFFICIENT_FUNDS,3,11,2,20941.08,22,81,14,9,0,STANDARD,0.8929,0
568.25,debit_card,EXPIRED_CARD,1,7,1,8024.37,58,271,21,18,4,STANDARD,0.3111,1
729.03,credit_card,EXPIRED_CARD,1,6,2,8457.4,55,151,1,8,1,STANDARD,0.3343,0
808.94,credit_card,TRANSIENT_FAILURE,2,12,1,7350.09,34,247,26,2,0,VIP,0.0887,1
9452.34,debit_card,INSUFFICIENT_FUNDS,1,12,2,22663.31,50,3,34,6,2,STANDARD,0.632,1
4223.59,upi,TRANSIENT_FAILURE,3,8,1,13430.99,12,124,41,9,3,STANDARD,0.2993,0
3929.08,credit_card,INSUFFICIENT_FUNDS,2,8,0,14526.64,28,328,20,19,1,VIP,0.7929,0
3037.77,credit_card,INSUFFICIENT_FUNDS,1,13,2,13056.3,3,297,13,5,0,STANDARD,0.8752,0
1412.58,credit_card,INVALID_REQUEST,2,13,1,19629.63,58,321,28,17,6,STANDARD,0.8965,0
3594.75,debit_card,INSUFFICIENT_FUNDS,3,6,2,7553.46,35,17,32,9,6,VIP,0.9238,0
2047.6,debit_card,INSUFFICIENT_FUNDS,2,10,2,19548.76,21,225,38,13,6,STANDARD,0.8463,0
749.99,credit_card,INSUFFICIENT_FUNDS,1,10,1,12653.81,14,337,32,21,6,ENTERPRISE,0.4974,1
4294.6,credit_card,INSUFFICIENT_FUNDS,4,11,3,16332.95,3,43,23,11,2,STANDARD,0.8641,0
685.74,upi,TRANSIENT_FAILURE,1,13,1,12549.32,31,85,14,20,6,STANDARD,0.0689,1
940.41,credit_card,TRANSIENT_FAILURE,1,18,1,12555.99,40,114,24,16,3,STANDARD,0.0623,0
6157.34,credit_card,INSUFFICIENT_FUNDS,1,9,0,20577.47,49,6,8,20,6,STANDARD,0.7067,1
3977.04,credit_card,INSUFFICIENT_FUNDS,1,12,0,13219.21,24,286,5,22,0,VIP,0.5106,1
3689.27,upi,TRANSIENT_FAILURE,2,12,1,12426.04,2,1,6,5,3,VIP,0.0862,1
2095.72,debit_card,EXPIRED_CARD,1,15,1,24787.34,20,162,37,8,4,VIP,0.0593,1
1966.26,debit_card,INSUFFICIENT_FUNDS,2,9,1,8314.14,44,226,13,14,1,STANDARD,0.8038,0
4302.11,credit_card,TRANSIENT_FAILURE,1,13,2,29237.05,26,223,18,1,0,STANDARD,0.0814,1
4914.83,debit_card,TRANSIENT_FAILURE,1,13,2,12066.92,13,161,44,10,5,VIP,0.0,1
2698.25,debit_card,TRANSIENT_FAILURE,2,18,1,35872.86,44,152,36,21,4,VIP,0.1305,1
12388.72,credit_card,FRAUD_SUSPECTED,1,13,0,28218.09,11,320,13,0,2,STANDARD,0.9584,0
11108.66,net_banking,TRANSIENT_FAILURE,1,9,1,29042.27,44,303,11,8,0,STANDARD,0.215,1
2061.16,upi,INSUFFICIENT_FUNDS,1,8,0,10501.64,5,99,7,14,5,VIP,0.4896,1
6213.91,upi,TRANSIENT_FAILURE,3,6,2,9920.5,32,81,11,5,1,VIP,0.3796,0
2942.8,debit_card,TRANSIENT_FAILURE,1,8,0,11256.84,54,92,29,3,4,STANDARD,0.2077,1
2709.29,credit_card,TRANSIENT_FAILURE,2,10,1,11899.09,26,185,34,9,2,STANDARD,0.4297,0
397.86,debit_card,EXPIRED_CARD,1,14,1,19018.6,33,115,21,3,4,STANDARD,0.3232,1
3186.4,credit_card,FRAUD_SUSPECTED,1,21,1,36316.25,16,167,28,23,6,STANDARD,0.9398,0
8279.33,credit_card,INSUFFICIENT_FUNDS,1,12,2,31947.19,10,125,20,13,4,STANDARD,0.6142,0
5501.58,debit_card,TRANSIENT_FAILURE,1,8,1,11791.91,17,201,2,23,5,ENTERPRISE,0.0117,1
5601.42,debit_card,TRANSIENT_FAILURE,1,15,4,33626.53,52,135,43,7,3,STANDARD,0.1261,1
809.94,credit_card,TRANSIENT_FAILURE,1,12,1,13520.39,46,61,20,20,0,STANDARD,0.2345,1
1753.54,debit_card,INSUFFICIENT_FUNDS,1,10,2,14471.63,16,159,39,1,1,STANDARD,0.6226,1
1129.37,debit_card,INSUFFICIENT_FUNDS,4,16,0,25232.76,20,338,25,5,6,STANDARD,0.9706,0
1528.86,upi,INSUFFICIENT_FUNDS,2,18,2,29668.13,58,198,21,20,5,STANDARD,0.9851,1
3232.42,upi,INSUFFICIENT_FUNDS,2,16,3,19737.46,9,97,14,15,2,STANDARD,0.9156,0
1788.26,credit_card,INSUFFICIENT_FUNDS,1,13,1,19650.02,26,153,17,5,0,VIP,0.445,1
3078.99,upi,INSUFFICIENT_FUNDS,2,9,1,15710.7,55,121,10,12,1,VIP,0.8308,0
2220.01,net_banking,INSUFFICIENT_FUNDS,1,12,3,8779.48,41,240,2,23,2,STANDARD,0.5906,1
1382.07,upi,INSUFFICIENT_FUNDS,1,9,0,13674.76,56,201,4,8,5,STANDARD,0.7148,0
550.93,upi,INSUFFICIENT_FUNDS,1,11,1,21164.79,30,86,16,20,6,STANDARD,0.7073,0
7984.45,credit_card,INSUFFICIENT_FUNDS,1,15,1,30632.32,14,62,5,2,0,STANDARD,0.6483,1
240.03,net_banking,TRANSIENT_FAILURE,1,11,0,12457.93,46,29,33,16,0,STANDARD,0.0806,1
205.79,credit_card,INSUFFICIENT_FUNDS,1,15,2,12932.03,58,133,1,0,1,STANDARD,0.5588,0
6336.53,upi,TRANSIENT_FAILURE,1,9,1,18375.78,23,208,18,7,2,STANDARD,0.1317,1
20318.1,credit_card,INSUFFICIENT_FUNDS,1,12,2,27907.67,4,324,14,13,4,STANDARD,0.7836,0
4745.31,credit_card,INSUFFICIENT_FUNDS,1,6,0,8079.85,9,360,16,10,2,VIP,0.5143,1
253.87,credit_card,TRANSIENT_FAILURE,1,10,1,7161.94,42,260,29,0,5,ENTERPRISE,0.1665,1
1099.76,debit_card,INSUFFICIENT_FUNDS,1,12,2,20957.31,50,88,4,23,2,STANDARD,0.7028,0
12692.34,upi,TRANSIENT_FAILURE,1,11,2,19481.56,40,165,35,12,3,STANDARD,0.0624,1
5986.94,net_banking,TRANSIENT_FAILURE,1,11,0,23643.36,10,307,43,8,6,STANDARD,0.017,1
3127.94,debit_card,EXPIRED_CARD,1,13,1,18610.16,26,77,20,12,6,ENTERPRISE,0.0,1
1146.1,debit_card,EXPIRED_CARD,1,12,2,12455.46,36,357,36,5,0,ENTERPRISE,0.037,1
250.66,upi,INVALID_REQUEST,1,8,1,6658.62,13,45,37,11,5,STANDARD,0.8412,0
273.79,credit_card,INSUFFICIENT_FUNDS,1,14,1,27533.98,19,101,4,2,6,STANDARD,0.7094,0
3513.45,net_banking,INSUFFICIENT_FUNDS,1,9,2,12544.56,30,320,4,4,2,STANDARD,0.6925,0
277.26,credit_card,INSUFFICIENT_FUNDS,2,12,1,23867.36,38,123,35,17,3,STANDARD,0.6173,0
17896.62,net_banking,EXPIRED_CARD,1,15,1,34402.53,36,118,32,18,3,STANDARD,0.3416,0
909.05,net_banking,INSUFFICIENT_FUNDS,1,13,4,16210.94,7,53,10,11,1,ENTERPRISE,0.5318,1
